IDADE,SEXO,ESCOLARIDADE,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P3A,P3B,P3C,P3D,P3E,P3F,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P6A,P6B,P6C,P6D,P6E,RACA_COR,RELIGIÃO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA,id_respondente
40.0,MAS,3ª série,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Espaços públicos,Trabalho,,,,,,,,,,,,,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 10 A 20,MAIS DE 20,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,186583919.0,2023-07-01,Face a face,42
28.0,FEM,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Espaços públicos,Transporte público,Bares e restaurantes,,,,,,Não,Não,Não,Sim,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Preta,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,186583934.0,2023-07-01,Face a face,43
35.0,FEM,Superior incompleto,Hospitais e postos de saúde,"Rua e espaços públicos de convivência como parques, praças, etc.",,Espaços públicos,Trabalho,,,,,,,Não,Não,Sim,Sim,Não,Não,Revender cosméticos ou produtos de beleza,Dar aula particular/ aula de reforço,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,ATÉ 5.000,186583958.0,2023-07-01,Face a face,44
60.0,FEM,Analfabeto,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Sim,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Não sabe/ Não respondeu,Parda,Universal do Reino de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186584024.0,2023-07-01,Face a face,45
24.0,FEM,3ª série,"Local onde mora (rua, vila, condomínio, etc.)",Ambiente familiar,Transporte público,Escola/Faculdade,,,,,,,,Não,Não,Não,Sim,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Amarela,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186584025.0,2023-07-01,Face a face,46
39.0,FEM,6ª série (ou 7º ano),Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Sim,Não,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda em parte,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,Branca,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186584027.0,2023-07-01,Face a face,47
27.0,MAS,2ª série (ou 3º ano),Não sabe/ Não respondeu,,,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda em parte,Não sabe/ Não respondeu,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186584028.0,2023-07-01,Face a face,48
21.0,MAS,2ª série,Hospitais e postos de saúde,Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.",Espaços públicos,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,Discorda totalmente,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,186584029.0,2023-07-01,Face a face,49
30.0,FEM,3ª série,Escolas/faculdades e universidades,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Transporte público,Não respondeu,,,,,,,,Não,Não,Não,Não,Não,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não sabe/ Não respondeu,,,,Discorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,186584030.0,2023-07-01,Face a face,50
33.0,FEM,5ª série (ou 6º ano),Ambiente familiar,Escolas/faculdades e universidades,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Trabalho,,,,,,,,Não,Não,Sim,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda","Não concorda, nem discorda",Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 100.001 A 500.000,186584063.0,2023-07-01,Face a face,51
47.0,MAS,3ª série,Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,CAPITAL,MAIS DE 500.000,186584081.0,2023-07-01,Face a face,52
50.0,FEM,3ª série,Hospitais e postos de saúde,Escolas/faculdades e universidades,,Não respondeu,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186584106.0,2023-07-01,Face a face,53
65.0,FEM,4ª série (ou 5º ano),Hospitais e postos de saúde,,,Não respondeu,,,,,,,,Não,Não,Não,Não,Não,Não,"Fazer trabalhos manuais, como bijuterias, artesanatos",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 50.001 A 100.000,186584107.0,2023-07-01,Face a face,54
56.0,FEM,3ª série,Hospitais e postos de saúde,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186584108.0,2023-07-01,Face a face,55
59.0,MAS,Superior incompleto,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186584109.0,2023-07-01,Face a face,56
23.0,MAS,3ª série,"Local onde mora (rua, vila, condomínio, etc.)",Hospitais e postos de saúde,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Branca,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 50.001 A 100.000,186584110.0,2023-07-01,Face a face,57
80.0,FEM,5ª série (ou 6º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Não sabe/ Não respondeu,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186584111.0,2023-07-01,Face a face,58
26.0,FEM,Superior completo,Hospitais e postos de saúde,Escolas/faculdades e universidades,,Escola/Faculdade,Transporte público,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda em parte,Discorda em parte,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186584112.0,2023-07-01,Face a face,59
44.0,MAS,Superior incompleto,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Vender roupas e outros artigos usados,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Branca,Outras religiões,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186584113.0,2023-07-01,Face a face,60
24.0,FEM,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Sim,Não,Não,Não,Sim,Não,"Fazer trabalhos manuais, como bijuterias, artesanatos",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais favelas/barracos/áreas ocupadas,,,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda em parte,Concorda em parte,Branca,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186584148.0,2023-07-01,Face a face,61
60.0,MAS,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Preta,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,186584315.0,2023-07-01,Face a face,62
38.0,FEM,3ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Escola/Faculdade,Transporte público,,,,,,,Não,Não,Não,Sim,Não,Não se aplica,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,186584344.0,2023-07-01,Face a face,63
21.0,MAS,3ª série,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,Espaços públicos,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Concorda totalmente,Concorda totalmente,Concorda em parte,"Não concorda, nem discorda",Discorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,186584365.0,2023-07-01,Face a face,64
66.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,Transporte público,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não sabe/ Não respondeu,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186584502.0,2023-07-01,Face a face,65
44.0,FEM,3ª série,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,Não respondeu,,,,,,,,Não,Não respondeu,Não,Não,Não respondeu,Não respondeu,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda em parte,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,186584532.0,2023-07-01,Face a face,66
47.0,MAS,3ª série,Transporte público,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Espaços públicos,Transporte público,Bares e restaurantes,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Discorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,186584565.0,2023-07-01,Face a face,67
67.0,FEM,4ª série (ou 5º ano),"Rua e espaços públicos de convivência como parques, praças, etc.",Transporte público,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Cuidar de idosos,Trabalhar como babá/ cuidar de crianças,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Preta,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186584584.0,2023-07-01,Face a face,68
42.0,MAS,3ª série,"Local onde mora (rua, vila, condomínio, etc.)",,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Fazer trabalhos manuais, como bijuterias, artesanatos",,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186584614.0,2023-07-01,Face a face,69
16.0,MAS,3ª série,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escola/Faculdade,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Discorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Branca,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,PERIFERIA,DE 100.001 A 500.000,186584694.0,2023-07-01,Face a face,70
42.0,MAS,2ª série,Transporte público,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186584880.0,2023-07-01,Face a face,71
42.0,MAS,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,186585059.0,2023-07-01,Face a face,72
